seed,stroke,chosen_score,height_map_error,emd_or_earth_mover,completion,removed_volume_m3,reservoir_volume_m3,transported_volume_m3,action
1,2,6.003460884094238,5.866982936859131,5.866982936859131,0.9791666666666666,4.106023425265448e-06,4.893015518985756e-05,4.106023425265448e-06,"{""dig_x"": 0.07874674992268126, ""dig_y"": 0.026289035435071925, ""pile_x"": 0.015305524713050276, ""pile_y"": -0.03456048622299537, ""theta"": -3.2874878797953975, ""dig_cross_sigma"": 0.03434820329325095, ""dig_length_sigma"": 0.043990843930586956, ""pile_sigma_x"": 0.053590578801379254, ""pile_sigma_y"": 0.05388010064560961, ""dig_gain"": 0.5001314401212389, ""deposit_gain"": 0.8085154135040061, ""reservoir_gain"": 0.9001992007082519}"
1,3,4.867875099182129,4.720283508300781,4.720283508300781,0.9861111111111112,4.943471139995381e-06,3.139425192678674e-05,4.943471594742732e-06,"{""dig_x"": 0.0940195809880845, ""dig_y"": 0.017507262659490187, ""pile_x"": -0.017929749146226734, ""pile_y"": -0.028943160222871238, ""theta"": -3.1664649079356098, ""dig_cross_sigma"": 0.027586614946668874, ""dig_length_sigma"": 0.06968732061742627, ""pile_sigma_x"": 0.05276416724768075, ""pile_sigma_y"": 0.059451909853949624, ""dig_gain"": 0.9448304133687184, ""deposit_gain"": 0.957431437163311, ""reservoir_gain"": 0.7465900274761571}"
1,4,4.03105354309082,3.875566244125366,3.875566244125366,0.9930555555555556,1.2205149459987297e-06,2.796878118562033e-05,1.2205150596855674e-06,"{""dig_x"": 0.10003934921056075, ""dig_y"": -0.02625337925878898, ""pile_x"": -0.018010566956905866, ""pile_y"": 0.06932300847267173, ""theta"": 3.632878950626261, ""dig_cross_sigma"": 0.027129934564227905, ""dig_length_sigma"": 0.04041928540551486, ""pile_sigma_x"": 0.054978537519740335, ""pile_sigma_y"": 0.04712345270562661, ""dig_gain"": 0.806351880184985, ""deposit_gain"": 0.8344234099840574, ""reservoir_gain"": 0.8383030373958655}"
1,5,3.6315605640411377,3.4750194549560547,3.4750194549560547,1.0,4.61212891877949e-07,1.3497264703056562e-05,4.612128634562396e-07,"{""dig_x"": 0.09263685937736396, ""dig_y"": 0.01895326502153267, ""pile_x"": -0.043969863726967894, ""pile_y"": 0.053800696993336235, ""theta"": -2.8016903692331407, ""dig_cross_sigma"": 0.02755341012675447, ""dig_length_sigma"": 0.04513397836917611, ""pile_sigma_x"": 0.05823972882122852, ""pile_sigma_y"": 0.04084741577358919, ""dig_gain"": 0.5213894653928431, ""deposit_gain"": 0.8261787834102116, ""reservoir_gain"": 0.7148131148386329}"
1,6,3.3057138919830322,3.1438937187194824,3.1438937187194824,1.0,2.1884332568333775e-07,1.1482845878003315e-05,2.1884332568333775e-07,"{""dig_x"": 0.11208073369441486, ""dig_y"": 0.03865835488910481, ""pile_x"": 0.02996364218240986, ""pile_y"": -0.035995067094431725, ""theta"": -3.607182176219532, ""dig_cross_sigma"": 0.018739238634740793, ""dig_length_sigma"": 0.0688286096207249, ""pile_sigma_x"": 0.05688003501392838, ""pile_sigma_y"": 0.04142701468746007, ""dig_gain"": 0.7653163280385797, ""deposit_gain"": 0.8563620204892485, ""reservoir_gain"": 0.7560594270345335}"
1,7,2.9993398189544678,2.8325042724609375,2.8325042724609375,1.0,1.499160617868256e-07,1.0910182178046673e-05,1.4991604757597088e-07,"{""dig_x"": 0.10396205635229805, ""dig_y"": 0.015342884742325452, ""pile_x"": 0.0355897657311963, ""pile_y"": 0.026153458772707694, ""theta"": 2.9620718301547746, ""dig_cross_sigma"": 0.029835378510047528, ""dig_length_sigma"": 0.02501775434412529, ""pile_sigma_x"": 0.0573090450092665, ""pile_sigma_y"": 0.04669732018858679, ""dig_gain"": 0.4365775980826576, ""deposit_gain"": 0.8764761981640753, ""reservoir_gain"": 0.8637639227912979}"
2,0,8.180273056030273,8.04852294921875,8.04852294921875,0.9583333333333334,1.1942780474782921e-05,0.00019558537234906675,1.1942780474782921e-05,"{""dig_x"": 0.11772878846402107, ""dig_y"": 0.025071131770607408, ""pile_x"": -0.007402800802029933, ""pile_y"": -0.011870284150737473, ""theta"": -3.2081707558491623, ""dig_cross_sigma"": 0.029654144823861726, ""dig_length_sigma"": 0.06500159672494268, ""pile_sigma_x"": 0.06010621113352131, ""pile_sigma_y"": 0.056603411529936004, ""dig_gain"": 0.5388529264025478, ""deposit_gain"": 0.9713965989752512, ""reservoir_gain"": 0.9546108386748324}"
2,1,6.406818866729736,6.278568744659424,6.278568744659424,0.9861111111111112,1.4877956346026622e-05,3.396241009759415e-05,1.4877956346026622e-05,"{""dig_x"": 0.10237763634493365, ""dig_y"": -0.002509429494122521, ""pile_x"": -0.03944867589053949, ""pile_y"": -0.036217177911352365, ""theta"": -2.9284646290053917, ""dig_cross_sigma"": 0.0312476895547871, ""dig_length_sigma"": 0.0637001406892442, ""pile_sigma_x"": 0.05723161099678929, ""pile_sigma_y"": 0.049582446858951384, ""dig_gain"": 0.7792675109868448, ""deposit_gain"": 0.6002084144298535, ""reservoir_gain"": 0.8592296318522376}"
2,2,5.279189586639404,5.1459760665893555,5.1459760665893555,1.0,4.208744030620437e-06,3.235584626233817e-05,4.208744030620437e-06,"{""dig_x"": 0.07992168532367808, ""dig_y"": 0.028489729473424374, ""pile_x"": 0.008445994167973607, ""pile_y"": 0.05308099406279798, ""theta"": 3.227865550031343, ""dig_cross_sigma"": 0.03091277573820953, ""dig_length_sigma"": 0.026403454526006443, ""pile_sigma_x"": 0.04908677270808419, ""pile_sigma_y"": 0.051817781402749175, ""dig_gain"": 0.7673652218530125, ""deposit_gain"": 0.8087804247500511, ""reservoir_gain"": 0.8336505998375763}"
2,3,4.557287693023682,4.413822650909424,4.413822650909424,1.0,2.4659957489348017e-06,2.1425551361852356e-05,2.465995976308477e-06,"{""dig_x"": 0.09523406940926513, ""dig_y"": -0.012920173469487123, ""pile_x"": 0.01255876894641908, ""pile_y"": -0.038630218373323734, ""theta"": -3.1334914818131168, ""dig_cross_sigma"": 0.034205646787397195, ""dig_length_sigma"": 0.027997770182032554, ""pile_sigma_x"": 0.06304011916428051, ""pile_sigma_y"": 0.057769125316663505, ""dig_gain"": 0.5827279336800384, ""deposit_gain"": 0.9071663433887031, ""reservoir_gain"": 0.5356250112858246}"
2,4,4.021918296813965,3.870504140853882,3.870504140853882,1.0,1.3539608971768757e-06,1.6851532355198608e-05,1.3539610108637135e-06,"{""dig_x"": 0.11484433168461897, ""dig_y"": 0.011503297822753087, ""pile_x"": 0.001155886260811893, ""pile_y"": 0.03568414576740911, ""theta"": 3.3835090678527653, ""dig_cross_sigma"": 0.01825680949279145, ""dig_length_sigma"": 0.10107146818884852, ""pile_sigma_x"": 0.05673929257120596, ""pile_sigma_y"": 0.05020552605349516, ""dig_gain"": 0.735414124495379, ""deposit_gain"": 0.943842864447856, ""reservoir_gain"": 0.6716466585452521}"
2,5,3.555084705352783,3.3964977264404297,3.3964977264404297,1.0,9.223186339113454e-07,1.5219597211619895e-05,9.223186907547642e-07,"{""dig_x"": 0.07771741447903874, ""dig_y"": 0.008600120330340088, ""pile_x"": -0.059761466566989614, ""pile_y"": 0.025586313604344116, ""theta"": -2.6863696222080566, ""dig_cross_sigma"": 0.020918349609933853, ""dig_length_sigma"": 0.07528149928384355, ""pile_sigma_x"": 0.05154400378695236, ""pile_sigma_y"": 0.0512373030402736, ""dig_gain"": 0.824242219099057, ""deposit_gain"": 0.98, ""reservoir_gain"": 0.6253754076081494}"
2,6,3.233107805252075,3.069662094116211,3.069662094116211,1.0,5.873307600268163e-07,1.059142147910421e-05,5.873307600268163e-07,"{""dig_x"": 0.10194771670078562, ""dig_y"": -0.00861137460438014, ""pile_x"": 0.028439395475932116, ""pile_y"": 0.0877397510241635, ""theta"": -3.328515653636623, ""dig_cross_sigma"": 0.04515619242109869, ""dig_length_sigma"": 0.03616087749644202, ""pile_sigma_x"": 0.04464675452340569, ""pile_sigma_y"": 0.047171972348532425, ""dig_gain"": 0.5333910510962842, ""deposit_gain"": 0.8259354307096355, ""reservoir_gain"": 0.9113978880032962}"
2,7,2.8363940715789795,2.666485548019409,2.666485548019409,1.0,3.2057448606792605e-07,1.3873204632852561e-05,3.2057448606792605e-07,"{""dig_x"": 0.07832846307581004, ""dig_y"": -0.02329630095971087, ""pile_x"": 0.030864635378376908, ""pile_y"": -0.008707973069518132, ""theta"": -3.1416341923372, ""dig_cross_sigma"": 0.04202764041334385, ""dig_length_sigma"": 0.03784992152174611, ""pile_sigma_x"": 0.05707304576647155, ""pile_sigma_y"": 0.0654500776046312, ""dig_gain"": 0.4776425630040236, ""deposit_gain"": 0.7494886064898987, ""reservoir_gain"": 0.9016874854043676}"
3,0,8.70341682434082,8.615938186645508,8.615938186645508,0.9930555555555556,2.1787576770293526e-05,0.00015633561216069517,2.123454942193348e-05,"{""dig_x"": 0.09217666784572001, ""dig_y"": 0.010471553853848136, ""pile_x"": -0.020079310849476294, ""pile_y"": -0.02618604483600994, ""theta"": -3.424057817266367, ""dig_cross_sigma"": 0.03277583371084896, ""dig_length_sigma"": 0.0665710664159219, ""pile_sigma_x"": 0.04039363805218603, ""pile_sigma_y"": 0.05448052730943812, ""dig_gain"": 0.7505445753625416, ""deposit_gain"": 0.98, ""reservoir_gain"": 0.9848121949828705}"
3,1,6.860532283782959,6.746607780456543,6.746607780456543,0.9930555555555556,4.973823251930298e-06,5.734825377524519e-05,4.973823706677649e-06,"{""dig_x"": 0.10031496624348787, ""dig_y"": 0.014913994258875948, ""pile_x"": -0.01909784701560955, ""pile_y"": 0.01131521242289416, ""theta"": -3.1302817478852702, ""dig_cross_sigma"": 0.03461425612401836, ""dig_length_sigma"": 0.02, ""pile_sigma_x"": 0.051575199350041276, ""pile_sigma_y"": 0.045568718659939604, ""dig_gain"": 0.5682874786578298, ""deposit_gain"": 0.8804694634081217, ""reservoir_gain"": 0.959568013009554}"
3,2,5.920383930206299,5.7990827560424805,5.7990827560424805,1.0,5.204447006690316e-06,2.3701976460870354e-05,5.204447006690316e-06,"{""dig_x"": 0.08863695710897446, ""dig_y"": -0.0007793332915753126, ""pile_x"": -0.006095878314226866, ""pile_y"": -0.004324566572904587, ""theta"": -3.1041866200742714, ""dig_cross_sigma"": 0.038, ""dig_length_sigma"": 0.072, ""pile_sigma_x"": 0.062, ""pile_sigma_y"": 0.048, ""dig_gain"": 0.6286007535191249, ""deposit_gain"": 0.7257338356794166, ""reservoir_gain"": 0.72}"
3,3,5.1418657302856445,5.008608818054199,5.008608818054199,1.0,1.6160288396349642e-06,2.5225002068480993e-05,1.6160288396349642e-06,"{""dig_x"": 0.08535562527424083, ""dig_y"": -0.02083712843784656, ""pile_x"": -0.008568492689607032, ""pile_y"": 0.010150933855065504, ""theta"": -3.5782013309716874, ""dig_cross_sigma"": 0.02124301084631937, ""dig_length_sigma"": 0.029912650951448128, ""pile_sigma_x"": 0.05120128322818192, ""pile_sigma_y"": 0.05654792953717118, ""dig_gain"": 0.6408588189361338, ""deposit_gain"": 0.8068488196003268, ""reservoir_gain"": 0.9003587220038007}"
3,4,4.514792442321777,4.371765613555908,4.371765613555908,1.0,1.1085331834692624e-06,2.0709293237571707e-05,1.1085330697824247e-06,"{""dig_x"": 0.11245829308261056, ""dig_y"": 0.004535062487617675, ""pile_x"": -0.043735450521575146, ""pile_y"": 0.01495237525273619, ""theta"": -2.6898448330597495, ""dig_cross_sigma"": 0.020232653989035912, ""dig_length_sigma"": 0.04686941697827913, ""pile_sigma_x"": 0.05594246462054669, ""pile_sigma_y"": 0.05559805708097275, ""dig_gain"": 0.6483717122187322, ""deposit_gain"": 0.8985512217929441, ""reservoir_gain"": 0.74345612254361}"
3,5,4.0542311668396,3.90427565574646,3.90427565574646,1.0,1.3089119192954968e-06,1.4212668399998827e-05,1.3089119192954968e-06,"{""dig_x"": 0.10481269179283355, ""dig_y"": 0.024021568464504484, ""pile_x"": 0.01292365240474696, ""pile_y"": -0.016851621066676526, ""theta"": -3.19285447363491, ""dig_cross_sigma"": 0.028745046663662465, ""dig_length_sigma"": 0.07224856231270943, ""pile_sigma_x"": 0.06692769133286415, ""pile_sigma_y"": 0.05530433662904462, ""dig_gain"": 0.7801265121645843, ""deposit_gain"": 0.7257033417302376, ""reservoir_gain"": 0.654903385790298}"
3,6,3.607206106185913,3.4500865936279297,3.4500865936279297,1.0,4.662791184273374e-07,1.5419068515618573e-05,4.662791184273374e-07,"{""dig_x"": 0.06927236234942469, ""dig_y"": 0.0030570524738549407, ""pile_x"": 0.014355383122099418, ""pile_y"": -0.046422715960873974, ""theta"": -2.9658757312173005, ""dig_cross_sigma"": 0.021126180347041126, ""dig_length_sigma"": 0.046649844841401646, ""pile_sigma_x"": 0.05342155321795109, ""pile_sigma_y"": 0.046050135985994, ""dig_gain"": 0.8585324616830978, ""deposit_gain"": 0.98, ""reservoir_gain"": 0.7926323418791869}"
3,7,3.2889275550842285,3.1267147064208984,3.1267147064208984,1.0,3.2035828212428896e-07,1.1001436209782978e-05,3.2035828212428896e-07,"{""dig_x"": 0.0413726056301913, ""dig_y"": -0.011458835396418798, ""pile_x"": -0.0075175920980625754, ""pile_y"": 0.04370573053878437, ""theta"": 3.7049532193883503, ""dig_cross_sigma"": 0.036640699431195904, ""dig_length_sigma"": 0.07479053027417013, ""pile_sigma_x"": 0.056030311250018575, ""pile_sigma_y"": 0.04413543649730155, ""dig_gain"": 0.6523884180504916, ""deposit_gain"": 0.9466988889176965, ""reservoir_gain"": 0.7542448953654208}"
4,0,9.623872756958008,9.538333892822266,9.538333892822266,0.9861111111111112,1.9185597921023145e-05,0.0001272582885576412,1.9185597921023145e-05,"{""dig_x"": 0.08782192668998103, ""dig_y"": -0.011895164834773667, ""pile_x"": -0.02571627112887763, ""pile_y"": -0.0037725479299589824, ""theta"": -3.2077698792313742, ""dig_cross_sigma"": 0.03716257990543047, ""dig_length_sigma"": 0.04905124985776779, ""pile_sigma_x"": 0.03801308729404855, ""pile_sigma_y"": 0.04606638826478508, ""dig_gain"": 0.6959191474145385, ""deposit_gain"": 0.8990924753751788, ""reservoir_gain"": 1.0}"
4,1,7.097544193267822,6.9839091300964355,6.9839091300964355,0.9930555555555556,8.425485248153564e-06,7.510835608976374e-05,8.425485248153564e-06,"{""dig_x"": 0.09646806601694634, ""dig_y"": -0.008435122960004236, ""pile_x"": 0.02413059085857374, ""pile_y"": -0.04638687358878489, ""theta"": -3.303558830666553, ""dig_cross_sigma"": 0.029284191652810185, ""dig_length_sigma"": 0.04115238590425885, ""pile_sigma_x"": 0.04615829058732937, ""pile_sigma_y"": 0.06146909847745486, ""dig_gain"": 0.7314609386540374, ""deposit_gain"": 0.9572334005712058, ""reservoir_gain"": 0.8813207480526751}"
4,2,5.8102617263793945,5.680156707763672,5.680156707763672,0.9930555555555556,5.13849408889655e-06,3.665810183487924e-05,5.13849408889655e-06,"{""dig_x"": 0.10377806075059187, ""dig_y"": 0.004228368582400086, ""pile_x"": -0.004586319837953561, ""pile_y"": 0.016510331513826824, ""theta"": -3.080108751405267, ""dig_cross_sigma"": 0.02662471677698481, ""dig_length_sigma"": 0.06724518620628091, ""pile_sigma_x"": 0.05937043424591461, ""pile_sigma_y"": 0.041549872960265945, ""dig_gain"": 0.8105481002776724, ""deposit_gain"": 0.8116325071120735, ""reservoir_gain"": 0.9353756265768232}"
4,3,4.871668815612793,4.7274675369262695,4.7274675369262695,0.9930555555555556,1.1862224482683814e-06,3.192437368494241e-05,1.1862226756420569e-06,"{""dig_x"": 0.10096781130067126, ""dig_y"": -0.004894645949365006, ""pile_x"": -0.025843600965196736, ""pile_y"": 0.03475743624248571, ""theta"": -2.6890172237800583, ""dig_cross_sigma"": 0.01989881054351536, ""dig_length_sigma"": 0.0521260830146933, ""pile_sigma_x"": 0.06161051505351199, ""pile_sigma_y"": 0.04437275284302086, ""dig_gain"": 0.6832228441729096, ""deposit_gain"": 0.9281562510934087, ""reservoir_gain"": 0.8649353138610634}"
4,4,4.223968029022217,4.075555801391602,4.075555801391602,1.0,1.4453003132075537e-06,2.057822023625475e-05,1.4453003132075537e-06,"{""dig_x"": 0.10211466283395904, ""dig_y"": 0.04980744927001206, ""pile_x"": -0.023108907130829977, ""pile_y"": -0.031679357166964316, ""theta"": -3.698502899587063, ""dig_cross_sigma"": 0.035565705968135325, ""dig_length_sigma"": 0.07108062244687129, ""pile_sigma_x"": 0.05481124038970379, ""pile_sigma_y"": 0.04555286172157269, ""dig_gain"": 0.6822708467454155, ""deposit_gain"": 0.8526909399206625, ""reservoir_gain"": 0.911269499957408}"
4,5,3.779796838760376,3.6246886253356934,3.6246886253356934,1.0,5.347296792024281e-07,1.5162351339190485e-05,5.347296792024281e-07,"{""dig_x"": 0.05614671794299507, ""dig_y"": 0.015613545340912117, ""pile_x"": -0.06665759423387368, ""pile_y"": -0.03944890727962407, ""theta"": -2.646631132637169, ""dig_cross_sigma"": 0.020442482095960456, ""dig_length_sigma"": 0.039305373197746116, ""pile_sigma_x"": 0.06129305161019644, ""pile_sigma_y"": 0.0391647177709346, ""dig_gain"": 0.6286061723003681, ""deposit_gain"": 0.6660162097520737, ""reservoir_gain"": 0.9552593068360171}"
4,6,3.459885835647583,3.2998268604278564,3.2998268604278564,1.0,2.2385307829608792e-07,1.1248187775541931e-05,2.2385307829608792e-07,"{""dig_x"": 0.06682393547895318, ""dig_y"": -0.003932545708176112, ""pile_x"": -0.0209729510552104, ""pile_y"": 0.014775557298584364, ""theta"": -3.7842774360061213, ""dig_cross_sigma"": 0.030339651496964885, ""dig_length_sigma"": 0.02, ""pile_sigma_x"": 0.0742362734453883, ""pile_sigma_y"": 0.054787511912965936, ""dig_gain"": 0.4429453872593638, ""deposit_gain"": 0.6645175337364156, ""reservoir_gain"": 0.6403709311631223}"
4,7,3.2256882190704346,3.062112808227539,3.062112808227539,1.0,5.935144145041704e-07,7.371250020049036e-06,5.935144145041704e-07,"{""dig_x"": 0.08304814982209222, ""dig_y"": 0.00022754110936197731, ""pile_x"": 0.0440836403597366, ""pile_y"": 0.0461763813375064, ""theta"": -3.705520174057357, ""dig_cross_sigma"": 0.02517560784295563, ""dig_length_sigma"": 0.07379600639002645, ""pile_sigma_x"": 0.059435254564784684, ""pile_sigma_y"": 0.027028206216545017, ""dig_gain"": 0.8763259938260586, ""deposit_gain"": 0.98, ""reservoir_gain"": 0.8193807380523278}"
